362	37	363
364	0	365
140	0	366
107	0	367
368	6	369
370	12	371
276	13	372
373	7	374
375	5	15
10	3	376
377	0	49
79	3	378
379	14	380
341	25	381
128	1	382
383	0	384
385	12	386
110	21	387
388	0	389
334	28	390
68	2	391
392	7	393
256	0	394
235	0	395
396	0	397
107	0	398
4	6	399
400	31	401
402	6	323
403	28	70
404	7	405
406	24	293
407	31	408
256	0	409
79	3	410
411	7	331
412	0	413
356	23	414
415	0	416
417	0	418
419	7	420
16	9	421
422	13	423
424	0	425
426	0	304
427	7	267
428	6	82
429	7	430
182	6	431
432	7	433
434	13	435
436	13	437
16	3	438
28	22	439
440	29	441
128	1	442
443	24	444
287	0	445
229	2	446
346	0	447
448	5	15
449	6	450
76	0	451
452	10	453
454	0	455
456	2	457
458	24	444
68	11	459
460	0	461
462	31	463
464	38	465
466	7	467
28	9	468
469	2	470
471	28	472
473	1	135
260	10	474
235	0	475
476	8	27
477	7	478
114	22	479
28	22	480
10	3	481
482	13	483
32	30	484
485	20	109
486	39	487
10	3	488
489	5	15
490	0	397
491	7	430
492	0	304
229	6	493
28	9	494
251	0	495
16	9	496
193	0	497
498	28	300
92	30	499
128	1	500
305	2	501
502	30	68
28	22	503
504	24	310
505	13	506
507	7	508
449	28	509
138	2	510
511	0	512
513	0	514
515	0	516
70	2	517
518	0	519
520	5	15
10	3	521
237	7	467
522	7	523
82	2	524
525	12	97
526	7	527
528	7	529
86	2	530
531	24	532
533	1	534
535	30	68
49	0	536
537	13	538
539	12	65
540	38	541
542	6	138
543	12	92
16	3	544
545	38	546
547	24	548
4	2	549
550	1	551
552	7	215
197	10	553
554	12	555
556	0	557
558	0	559
149	28	187
560	40	561
10	3	562
16	3	563
28	22	564
79	3	565
336	0	566
79	3	567
568	12	569
570	7	571
16	3	572
449	28	573
574	0	575
576	12	577
578	8	27
579	13	580
126	0	581
582	6	583
584	7	585
586	28	587
299	0	588
589	0	336
590	7	103
222	13	591
592	0	593
2	1	594
595	24	532
16	9	596
163	28	597
598	0	558
599	12	600
601	7	73
602	6	175
603	17	82
604	27	605
606	17	607
608	11	609
610	38	611
612	1	613
514	0	614
180	0	615
417	0	616
617	28	618
79	3	599
321	35	619
363	37	620
621	0	622
623	31	401
624	1	625
621	0	626
627	0	628
10	3	629
10	3	630
511	0	631
632	41	633
51	0	634
346	0	635
636	6	637
16	9	638
639	30	68
640	13	641
511	0	642
643	0	126
283	6	246
68	30	644
645	7	73
16	3	646
114	22	142
647	5	15
648	28	649
650	29	344
182	6	651
652	12	653
79	3	654
655	0	475
656	0	657
658	16	659
460	0	660
70	28	661
662	7	663
664	13	305
163	28	665
666	7	667
668	7	669
670	42	671
672	6	648
193	0	673
674	0	675
676	7	103
260	10	677
674	0	678
8	3	679
680	13	681
79	3	682
10	3	683
684	7	685
212	10	686
356	23	687
688	7	508
689	16	690
691	31	692
28	9	693
694	2	121
695	42	441
696	6	636
697	24	698
699	29	344
700	7	374
701	29	344
702	43	212
10	3	703
452	10	704
128	1	705
706	7	707
708	0	304
68	6	709
710	6	286
148	10	711
180	0	712
713	6	449
714	24	576
8	3	715
574	0	716
76	0	717
718	6	305
449	28	116
719	16	720
721	0	722
10	3	723
82	17	724
725	28	301
726	19	727
656	0	416
85	6	95
728	2	82
8	3	729
305	6	730
171	0	336
731	27	732
733	30	68
734	13	735
608	31	736
618	2	737
738	1	739
8	3	740
741	13	273
674	0	742
743	17	744
745	0	746
247	2	747
574	0	748
749	1	265
34	0	750
751	7	73
460	0	752
753	2	310
648	6	244
632	41	754
16	3	755
397	0	756
170	0	757
301	6	758
759	38	700
18	6	760
761	17	762
16	3	763
79	3	764
79	3	765
16	3	766
79	3	767
28	22	768
769	14	770
532	28	61
655	0	771
10	3	772
773	13	774
775	30	68
776	27	732
79	3	777
85	28	778
779	6	163
600	4	13
780	27	781
782	16	783
674	0	784
114	22	785
28	9	786
285	7	663
310	2	787
788	28	138
574	0	789
790	13	791
163	2	792
138	2	546
793	0	657
794	0	795
796	44	797
798	19	101
799	0	50
800	12	801
10	3	802
149	28	803
283	6	804
68	28	805
799	0	806
807	13	808
809	2	810
114	22	811
10	3	812
813	0	126
814	0	364
653	30	815
609	2	816
224	28	817
818	38	819
655	0	820
821	16	822
823	17	95
275	33	824
825	7	227
79	3	826
28	22	827
16	9	828
829	38	830
831	24	144
832	0	833
16	3	834
835	2	247
16	3	836
799	0	837
16	3	838
839	0	126
558	0	840
8	3	841
842	8	27
454	0	843
299	34	152
844	7	663
845	45	492
846	0	847
848	12	849
850	0	674
851	0	852
128	1	853
854	16	855
124	0	856
857	12	543
114	22	858
859	1	860
861	46	732
504	24	548
862	2	247
863	43	212
743	17	864
865	4	866
746	25	867
397	0	868
18	2	517
869	19	727
79	3	870
871	28	648
10	3	872
873	13	874
875	7	73
876	7	527
877	7	878
879	16	659
311	0	880
397	0	881
590	13	882
883	7	93
336	0	884
114	22	885
799	0	886
887	7	888
140	0	889
28	22	890
107	0	891
114	22	892
193	0	893
894	13	895
896	13	897
10	3	898
412	0	899
900	16	690
901	7	523
902	13	874
621	0	903
452	10	904
61	28	905
34	0	794
296	0	906
51	0	907
721	0	908
909	7	267
641	13	910
911	16	91
912	12	913
68	30	914
915	7	204
356	23	916
68	30	917
336	0	918
919	7	920
921	4	922
923	32	924
925	2	369
16	9	926
390	24	927
16	3	928
8	3	929
653	30	930
931	4	131
809	2	932
456	2	933
934	31	736
935	2	82
936	24	548
28	9	937
938	42	939
940	0	454
941	16	690
942	7	508
943	0	6
944	6	178
170	0	674
449	28	945
946	40	947
20	0	6
207	0	948
949	13	950
57	0	951
952	12	953
82	28	954
955	24	327
956	13	957
958	38	959
960	12	961
962	24	963
207	0	964
965	6	138
128	1	966
49	0	967
397	0	968
745	0	969
506	13	970
971	6	318
112	0	972
262	6	973
57	0	974
975	38	976
140	0	977
415	1	739
930	13	957
978	24	979
980	7	211
10	3	981
6	0	982
460	0	983
984	47	985
986	24	240
987	30	68
988	6	305
61	6	989
990	24	698
318	6	991
984	47	39
452	30	992
993	0	994
995	38	759
140	0	996
140	0	997
412	0	998
57	0	999
370	43	1000
1001	6	390
721	0	1002
1003	4	157
799	0	1004
1005	16	690
70	2	1006
1007	14	1008
1009	1	265
1010	2	121
655	0	1011
8	3	1012
1013	30	68
235	0	1014
896	13	874
574	0	1015
364	0	1016
28	22	1017
1018	8	27
49	0	1019
1020	13	1021
1022	24	1023
1024	28	138
1025	0	126
1026	13	422
1027	1	1028
79	3	1029
166	28	1030
1031	28	161
1032	0	126
148	26	1033
68	11	1021
68	30	1034
1035	13	1036
112	0	1037
1038	7	1039
1040	24	240
1041	0	847
1042	30	68
1043	1	1044
672	13	1045
1046	21	356
1047	24	1048
583	6	1049
1050	13	1051
16	3	1052
0	0	1053
1054	33	1055
10	3	1056
364	0	1057
1058	0	1059
1060	23	1061
1062	33	1055
1063	0	657
79	3	1064
10	3	1065
1066	24	278
1067	0	389
799	0	1068
1069	6	86
1070	7	42
1071	2	4
8	3	1072
10	3	1073
1074	10	1075
384	0	1076
1077	0	655
16	3	1078
417	0	982
1079	24	1080
1081	16	855
16	3	1082
412	0	1083
49	0	1084
618	2	318
65	45	1085
282	7	571
1086	13	1087
10	3	1088
10	3	1089
1090	1	1091
1092	31	736
16	3	1093
1094	7	667
86	6	1095
299	0	967
28	9	1096
8	3	1097
10	3	804
16	3	1098
79	3	1099
114	22	1100
1101	48	1102
1103	7	1104
8	3	1105
124	0	1106
1107	28	70
851	0	1108
369	6	1109
10	3	1110
1111	7	1112
140	0	1113
1114	38	1115
1116	24	278
1117	7	1118
1119	31	692
1120	2	149
1121	28	648
1122	6	70
6	0	1123
1124	7	23
511	0	1125
18	28	1126
1127	13	1128
1101	48	1129
1130	6	498
316	0	1131
1132	2	247
1133	24	310
894	13	1134
1135	49	1136
161	6	1137
515	0	1138
1139	48	1140
224	6	1141
897	30	68
370	12	1142
6	0	1143
472	6	1144
1145	7	1146
1147	4	1148
397	0	1149
1150	28	369
212	10	1151
1152	24	963
1153	11	608
1154	12	653
260	11	1155
8	3	1156
1157	17	1158
1159	28	149
4	6	1160
1161	50	1162
1163	11	68
128	1	1164
1165	32	1166
235	0	1167
424	0	1168
515	0	1169
28	22	1170
254	24	278
8	3	1171
235	0	1172
745	0	6
1173	6	82
1174	0	1175
41	7	1176
1177	7	1178
1179	7	1180
1181	6	305
1182	0	721
449	28	897
336	0	1183
397	0	1184
1185	28	18
721	0	1186
1187	2	224
28	22	1188
179	28	163
1189	7	1190
1191	16	822
1192	6	1193
1194	13	422
28	9	1195
748	0	657
68	30	1196
305	6	1197
833	0	1198
8	3	1199
1200	0	1201
1202	16	690
1203	21	356
1204	11	68
851	0	1205
384	0	1206
1207	0	833
1208	7	1209
311	0	1210
412	0	1211
1	0	628
1212	24	532
1213	31	1214
1215	2	95
498	6	1216
1217	51	561
725	6	247
1218	1	1219
16	3	1220
558	0	1221
1222	27	732
1223	16	783
16	3	1224
1225	24	1226
1227	27	781
1228	2	138
1229	52	1230
1201	0	1231
1232	7	707
1233	0	1175
655	0	1206
1058	0	1234
1235	7	1236
706	2	68
1237	4	157
1238	13	1239
1240	18	452
28	9	1241
684	28	163
1242	31	217
68	30	1243
106	0	674
1244	30	68
1245	10	1246
86	6	1247
470	2	1181
1248	0	389
1249	13	435
1250	12	1251
79	3	1252
79	3	1253
1254	0	621
385	12	1255
1256	0	364
1257	28	301
1258	6	472
262	6	1259
1260	12	555
1261	7	73
1031	6	61
397	0	1262
16	3	1263
229	6	1264
8	3	1265
1266	52	1267
1268	24	1269
1270	1	291
1271	7	685
1272	7	1273
235	0	1274
124	0	1275
28	22	1276
1277	12	543
1278	13	1279
1051	13	1280
144	24	1281
930	7	25
1282	4	157
16	9	1283
224	17	1284
1285	17	761
197	10	1286
114	22	1287
79	3	1288
79	3	1289
45	28	1290
1291	1	1091
1292	24	979
774	13	1086
1293	7	75
161	6	1294
518	0	1295
1296	0	389
1297	28	18
515	0	1298
1299	25	1300
283	28	1301
897	13	1302
1303	16	783
1304	1	739
8	3	1305
1306	1	1307
1308	28	95
1309	11	32
16	3	1310
49	0	1138
1311	13	1312
8	3	1313
10	3	1314
247	2	1315
417	0	1316
28	9	1317
1318	0	557
110	21	1319
1320	0	1321
68	30	1322
251	0	1323
126	0	1324
1325	6	305
10	3	1326
1327	7	215
79	3	1328
1329	29	380
579	13	1330
1331	0	628
1332	24	1333
16	3	1047
1334	27	732
1335	30	32
346	0	1336
1337	7	1190
412	0	1338
1079	7	1104
1339	24	1226
117	23	1340
221	10	1341
1342	6	334
79	3	1343
341	25	1344
1345	12	912
1346	13	537
1347	16	690
70	28	348
1348	0	34
950	13	902
260	11	1349
1350	7	920
1351	24	1352
1353	31	217
1203	23	1061
1354	19	727
1355	8	27
1032	0	256
235	0	1356
1357	6	175
16	3	1358
1359	7	1360
1361	24	1226
1362	24	310
79	3	1363
178	6	1364
1365	38	465
107	0	1366
1367	11	68
1368	1	1028
1369	6	286
1370	30	68
341	36	1371
8	3	1372
1373	31	401
10	3	1374
51	0	367
318	7	878
1375	2	1376
16	3	1377
126	0	1378
1379	18	1380
1381	16	783
847	0	1382
79	3	1383
1384	7	89
356	21	1385
417	0	1386
193	0	1387
1388	8	27
114	22	1389
1390	7	663
8	3	1391
45	2	1392
16	3	1393
1394	0	1395
138	6	1396
161	6	1397
618	2	1398
0	0	1399
1400	24	1401
16	3	1402
1403	16	720
1404	53	1405
1406	8	27
28	22	877
323	6	1407
1408	28	449
251	0	1409
1410	7	1190
8	3	1411
4	28	1412
1413	4	157
1414	16	822
1415	1	1307
1416	7	1118
1417	5	15
1418	0	389
16	3	1419
124	0	1420
1421	6	138
16	3	1422
16	3	1423
1424	42	441
1425	14	380
310	6	1426
28	9	1427
1428	4	1429
1430	42	1431
28	22	1432
460	0	1433
305	6	1434
305	6	1024
454	0	1435
1436	12	1437
1438	1	1439
1440	12	97
1441	12	1442
632	36	1443
1444	23	110
1445	13	1446
1447	7	1448
1449	28	82
859	1	1450
341	25	1451
1452	7	585
1453	54	380
1454	0	657
1455	6	583
1456	2	1457
1458	8	27
1459	8	27
193	0	1460
8	3	565
1461	12	555
472	28	1462
16	9	1463
1464	16	91
1465	13	1466
592	0	1467
32	30	1468
1469	7	663
994	0	1470
49	0	1471
10	3	1472
1473	12	961
1474	0	994
1475	8	27
1476	0	6
745	0	1477
1478	6	32
95	28	970
148	26	1479
456	2	1480
1481	6	449
1482	0	389
140	0	1483
847	0	1484
674	0	695
1485	13	1486
287	0	1487
384	1	1488
1489	8	27
1490	38	1491
1492	8	27
79	3	1493
1494	7	1360
299	0	1495
16	3	1496
994	0	1497
114	22	1402
1498	1	534
894	13	1499
1500	24	310
1086	13	1501
1502	24	698
435	13	1503
1504	7	585
1505	2	1456
1506	24	293
4	2	1507
943	48	1508
296	0	1509
1510	7	1511
1320	0	1512
16	3	1513
1514	4	13
1515	0	316
1516	17	1517
97	12	1518
1519	7	529
299	0	1520
1278	13	1521
76	0	1522
1523	24	1401
10	3	1524
85	6	1525
1526	6	262
68	30	1527
114	22	1281
759	38	1528
369	7	1112
1529	2	809
1530	7	93
20	0	1531
1532	55	1533
1534	8	27
45	28	1535
1536	6	68
1537	1	551
1538	0	397
1539	23	1061
674	0	1540
20	0	1541
1537	0	621
1542	7	1178
653	30	1543
68	30	1544
397	0	1545
161	28	1546
851	0	1547
1548	24	310
8	3	1549
655	0	1550
1551	13	1552
417	0	1553
557	0	1554
1175	0	1555
389	0	1556
1557	0	235
1558	1	1307
1559	31	1560
1175	0	1057
68	30	1561
68	30	1562
1563	28	224
1564	24	1401
341	36	1565
1202	2	305
1566	27	1567
1568	16	822
99	56	1569
674	0	1570
1571	4	1148
4	2	1572
10	3	1573
1574	7	467
1575	7	23
8	3	829
327	24	1576
1577	13	1578
124	0	34
1579	4	1148
16	3	1580
1581	13	590
1582	4	1148
336	0	1583
1584	53	1585
1586	2	121
1587	24	1352
1588	7	1104
1589	28	283
397	0	1590
20	0	1591
1592	4	922
1370	7	25
1593	51	1594
472	28	1595
742	57	1596
28	22	1597
621	0	1598
1599	2	310
1600	41	1601
275	33	1602
1080	24	1603
612	1	1604
1605	7	669
16	3	1606
28	22	1607
161	6	1595
364	0	1608
1609	7	1610
648	6	1611
51	0	1612
648	6	1613
1614	6	472
149	2	1615
1616	2	1065
1057	14	15
449	28	1617
49	0	1618
1619	28	219
618	2	1620
10	3	1621
114	22	1622
397	0	1623
1624	7	405
1625	0	336
1626	24	144
1627	13	1036
369	28	933
1628	10	1629
1630	8	27
1631	0	336
8	3	1632
1633	7	1634
1635	0	316
1636	0	1637
452	30	1638
114	22	1639
16	3	1640
1641	0	1394
1642	0	412
933	28	219
1643	0	126
452	10	1644
16	3	1645
61	2	138
1646	24	191
1647	55	1648
1649	6	138
1650	13	1651
1652	7	508
114	22	1653
369	6	244
1654	24	1352
16	9	1655
1656	7	1039
460	0	1657
1658	7	667
16	3	1659
1165	32	1660
524	28	636
1661	7	227
417	0	1662
1201	0	1663
299	0	1664
138	6	1665
1666	12	1667
847	0	1668
61	28	1669
124	0	1670
219	28	1671
1672	7	663
1673	7	75
1674	6	175
1675	24	191
681	13	1676
859	1	1677
609	6	138
1678	17	1158
452	10	1679
114	22	1680
1681	7	75
1394	0	1682
869	1	1439
1201	0	1683
334	28	1684
1685	7	1360
491	28	369
1686	24	1401
1687	53	1688
299	0	1689
1690	0	51
16	3	1691
1692	27	1567
424	0	1693
79	3	1694
1158	17	1695
1696	30	68
16	3	1697
299	0	1698
311	0	1699
1158	17	1700
1701	6	219
4	6	1702
1703	0	389
16	3	1704
984	47	1705
1706	0	1636
1707	16	822
384	1	1708
28	22	1709
1710	2	70
28	22	1711
221	10	220
1712	7	1360
641	13	1381
10	3	1713
574	0	1378
1714	24	1401
674	0	1715
286	28	1716
112	0	1717
1718	5	15
1719	7	478
16	3	1720
1721	7	204
1722	1	291
1723	0	1058
219	2	1308
70	6	1724
287	0	1725
454	0	1409
16	3	1726
79	3	1727
1728	58	1729
514	0	1730
8	3	1731
472	6	1732
1733	24	963
1201	0	1734
197	10	1140
34	0	1735
180	0	1736
1737	8	27
55	14	1738
1058	0	1739
1740	7	25
460	0	1741
1742	7	267
95	6	1743
207	0	1744
79	3	1745
260	11	1746
1747	7	1748
79	3	1749
1750	14	15
1251	11	68
788	13	1086
364	0	1751
1225	31	1752
1753	8	27
745	0	1754
346	0	1755
746	25	1756
1757	6	138
1758	2	175
1759	1	1044
1760	0	628
1761	6	1193
16	3	1762
1763	38	759
114	22	1764
256	0	1765
32	30	1766
79	3	1767
655	0	1768
1769	13	590
618	28	179
235	0	588
16	3	1770
1771	1	135
8	3	1772
1773	24	979
1774	0	557
1775	7	1236
1776	2	305
412	0	1777
16	9	1778
1779	19	1780
138	28	1781
8	3	1782
1783	7	669
223	12	1784
1201	0	1785
1786	30	68
384	0	1787
460	0	1788
1789	2	86
114	22	1790
498	28	1791
1792	24	576
16	3	1793
140	0	1760
1794	37	1795
1796	0	1394
1797	1	291
1798	7	1799
1800	7	1112
1801	24	1802
1803	31	1560
8	3	1804
1805	7	211
1806	16	822
794	0	1807
745	0	1808
446	13	1809
1810	5	15
1811	4	44
1812	7	433
1813	5	15
618	28	1814
1815	7	1104
1816	1	291
10	3	1817
624	0	397
28	9	1818
1065	2	1819
1820	24	1269
1821	0	287
112	0	1822
1823	28	138
1824	52	1825
1826	24	532
399	2	1827
1828	28	68
1829	7	1118
1185	2	149
1830	1	551
1831	4	157
1832	14	15
16	3	1833
416	0	1834
16	3	1835
16	9	1836
592	0	1837
1838	24	144
960	12	800
32	11	1839
1578	7	1104
8	3	1840
558	0	1841
1842	14	15
110	23	1843
435	13	1844
86	6	1845
1602	59	1846
587	28	472
577	24	979
170	0	1125
45	6	1847
1848	31	692
1849	0	574
1850	14	1008
1851	7	1748
1852	7	25
1853	60	1854
114	22	1855
1856	2	609
721	0	1754
16	3	1857
1858	0	994
68	30	1859
1860	30	92
16	9	1861
1058	0	1316
1862	7	267
1863	34	152
276	13	1864
16	3	1865
1866	7	1104
8	3	1867
1139	48	1868
76	1	534
28	22	1869
32	30	1870
592	0	1807
1871	20	109
1872	24	576
1873	2	4
114	22	1874
260	10	1875
1876	8	27
1007	0	364
148	10	1877
1878	11	608
1784	12	1879
79	3	1880
1881	48	1882
79	3	1883
1884	16	855
1885	6	305
1886	2	224
329	17	1887
1888	13	561
1889	1	1307
1890	1	135
1175	0	1891
515	0	1892
1193	28	1893
1894	17	761
1895	0	416
1896	0	621
1897	53	1898
8	3	1899
1900	4	1429
721	0	1901
1902	12	65
592	0	1903
1904	4	131
1905	7	1104
57	0	1906
1706	27	732
384	0	1907
1908	23	117
247	6	1909
417	0	1910
648	2	1911
1912	61	1913
1914	6	163
1915	12	1564
179	6	45
49	0	1916
1917	2	399
1918	1	1307
1919	2	470
1920	7	878
273	12	653
1921	31	408
163	2	1619
1922	6	301
721	0	1923
193	0	1924
485	38	465
1925	4	44
117	23	1926
1927	7	508
1928	7	1236
1929	6	4
1930	62	1931
1932	28	618
70	28	1933
449	6	1934
1935	7	1448
592	0	1936
1937	0	1058
1938	5	15
1939	30	314
1940	7	878
1941	7	1178
518	0	1942
10	3	1943
1944	0	833
1898	13	144
79	3	1945
10	3	1946
851	0	1947
1948	7	405
1949	17	95
193	0	1950
124	0	1951
1952	17	761
1953	1	1091
107	0	1954
1955	0	847
256	0	1956
1957	14	15
1958	24	327
1959	1	534
743	17	1960
1961	7	1962
79	3	1963
1964	13	1965
1966	13	105
1967	24	144
224	17	1968
1320	0	1969
10	3	1970
1971	0	628
1972	63	1973
1974	4	1429
28	9	1975
1976	24	576
28	9	268
323	6	1977
686	13	1239
1978	8	27
1979	13	957
28	9	1980
399	2	1981
8	3	1982
1983	0	304
1984	7	920
1985	64	537
1986	11	68
618	28	273
416	0	750
1987	6	95
95	28	1988
1175	0	1989
1990	8	27
1991	7	920
1992	13	1993
305	2	1994
128	1	1995
79	3	1996
10	3	1997
79	3	1998
1999	16	855
1011	0	316
2000	28	305
2001	30	92
180	0	2002
2003	13	1051
518	0	2004
170	0	2005
114	22	2006
193	0	2007
79	3	829
1557	52	2008
2009	13	1446
674	0	2010
18	28	2011
621	0	2012
114	22	1374
2013	30	2014
8	3	730
16	3	990
114	22	2015
2016	7	2017
1362	60	2018
2019	7	2020
1201	0	2021
2022	31	463
2023	13	1981
2024	7	707
1045	13	2025
193	0	2026
224	6	2027
1058	0	2028
2029	0	833
2030	7	204
10	3	2031
674	0	2032
1435	1	265
2033	1	534
674	0	2034
16	9	2035
397	34	1567
138	2	2036
2037	2	182
16	3	2038
212	10	547
2039	6	1109
2040	13	2041
175	6	2042
1557	52	2043
2044	7	1273
2045	18	2046
2047	24	278
2048	5	15
28	22	2049
2050	24	191
224	17	2051
2052	2	68
10	3	2053
18	28	149
105	13	2054
92	10	2055
16	3	2056
511	0	2057
16	3	2058
2059	7	1962
6	0	2060
2061	28	449
251	0	2062
28	22	2063
8	3	1276
2064	7	420
8	3	2065
498	28	2066
311	0	2067
632	41	2068
2069	0	833
397	0	2070
2071	2	2072
16	3	2073
61	28	1922
2074	23	356
2075	16	720
2076	7	1273
2077	12	800
2078	28	161
221	10	2079
2080	14	2081
2082	65	2083
16	3	2084
2085	0	51
1636	0	2086
68	11	1369
2087	0	1320
2088	52	2089
124	0	2090
2091	11	387
486	39	946
2092	24	2093
2094	0	657
2095	31	408
1724	6	224
2096	7	508
2097	28	166
247	2	2098
2099	24	1226
32	30	2100
305	6	399
2101	0	256
28	22	2102
82	28	1173
2103	66	2104
2105	33	275
2106	64	537
511	0	1435
175	6	2107
621	0	2108
2109	26	370
212	10	2110
224	6	2111
16	9	2112
1934	7	1448
2113	0	304
1609	11	608
2114	6	583
28	9	2115
114	22	2116
2117	31	2118
916	16	720
1626	31	2119
2120	30	314
341	36	2121
16	3	2122
4	6	2123
341	36	2124
877	31	1560
2125	17	224
1724	28	648
2126	30	68
16	3	2127
32	11	2128
121	2	2129
8	3	2130
2131	38	2132
2133	31	1214
2134	0	1394
112	0	2135
16	3	2136
384	0	2137
807	13	2138
1375	2	2139
124	0	2140
2141	7	393
574	0	2142
2143	28	68
346	0	1693
170	0	2144
636	2	150
32	6	2145
1647	55	2146
851	0	2147
1193	6	2148
49	0	2149
2150	16	690
809	2	2151
79	3	2152
28	22	2153
2013	16	690
2154	8	27
68	11	2155
2156	31	2157
126	0	2158
316	0	2159
2160	6	149
790	6	305
1684	28	286
2161	24	979
2162	28	586
2163	34	732
1299	25	2164
2165	4	2166
2167	11	387
424	0	2168
2169	0	994
1456	2	2170
2171	6	318
34	0	2172
412	0	2173
68	30	679
34	0	2174
1614	6	1193
1824	52	2175
2176	64	537
2177	7	133
851	0	2178
107	0	2179
1058	0	2180
2181	7	1511
2182	8	27
2183	38	829
2184	13	2185
2186	0	384
316	0	2187
2188	0	1201
454	0	2189
2190	31	2118
514	0	2191
2192	7	430
621	0	2193
486	39	2194
2195	7	331
2196	6	163
229	28	2197
2198	0	674
2199	4	13
607	17	2200
515	27	152
1200	0	628
99	56	364
794	0	2201
341	36	552
973	2	1456
251	0	1663
2202	28	178
68	2	2203
2204	1	1091
299	0	2205
28	22	665
2206	24	278
1394	0	413
446	6	70
219	28	2207
961	12	2208
514	0	2209
454	0	1014
79	3	2210
95	6	2211
299	0	2212
1250	7	2213
449	28	2214
2215	6	286
2216	14	196
79	3	2217
2218	2	229
2219	6	32
2220	30	314
79	3	2221
1930	55	2222
95	2	2223
238	12	555
1223	28	449
28	22	2224
18	6	647
0	0	2225
2226	7	103
0	0	2227
2228	24	1080
32	30	2229
2230	67	2231
28	9	2232
16	3	2233
145	25	2234
2197	6	18
68	28	2023
2235	7	331
166	6	1909
1348	0	140
1914	28	85
1379	18	2236
251	0	2237
82	28	617
518	0	311
79	3	2238
2239	1	1219
68	30	2240
452	30	2241
2045	18	2242
799	0	2243
2244	7	267
2245	7	667
2246	1	1044
2247	13	359
71	6	229
2248	24	1269
2249	7	585
2250	24	1333
207	0	2251
138	28	390
950	13	72
624	1	2252
2253	1	1028
1457	7	585
1414	7	2213
45	28	897
2254	28	334
1410	7	2020
10	3	2255
51	0	994
2025	6	224
16	3	2256
743	17	2257
2258	16	783
275	33	2259
1058	0	2260
2261	16	690
2262	17	1517
397	0	2263
290	17	329
34	0	2264
2265	33	1055
68	30	2266
2267	38	976
416	0	2268
2269	24	1333
182	6	498
2270	16	822
114	22	2271
2272	7	478
138	6	1633
6	0	2273
2274	7	2275
2276	4	157
299	0	2277
2278	7	1799
2279	30	68
2280	2	305
2281	31	1752
138	2	2282
2283	7	374
944	38	2284
2285	0	364
2286	29	441
2014	30	2287
2288	2	310
2289	23	117
219	2	2290
149	2	2291
2292	7	204
2293	4	1148
79	3	2294
140	0	2295
140	0	2296
68	30	2297
16	3	2298
34	0	2299
2300	10	30
2244	7	1962
847	0	1553
305	2	2301
2302	0	1175
68	30	2303
618	6	524
2304	6	224
28	22	2305
