P09619	phosphorylates	Q9UJF2	S16
P50613	phosphorylates	P11802	T172
O14578	phosphorylates	Q96PC5	S647
P07947	phosphorylates	Q01813	S386
P53350	phosphorylates	Q08999	S662
Q14164	phosphorylates	P10914	S219
Q15349	phosphorylates	P85037	S428
P17612	phosphorylates	Q9Y6Q9	S857
P27361	phosphorylates	O60784	S462
P50750	phosphorylates	Q09666	S3412
P17612	phosphorylates	P17302	S364
P06241	phosphorylates	Q9H2X6	Y361
P53350	phosphorylates	P60484	T382
P50750	phosphorylates	Q53RE8	S153
Q09013	phosphorylates	P11831	T159
P51617	phosphorylates	Q7Z6E9	S516
Q9Y4K4	phosphorylates	Q04726	T328
P11802	phosphorylates	Q15393	S442
P24941	phosphorylates	O75683	T229
P78527	phosphorylates	P23025	S173
Q15349	phosphorylates	Q04721	S2093
P33981	phosphorylates	O43318	S389
Q13315	phosphorylates	P78527	S2612
Q9UPE1	phosphorylates	Q5TBA9	S1936
Q9NSY1	phosphorylates	Q09666	S2397
P78527	phosphorylates	P35637	T19
Q07912	phosphorylates	P45973	S92
P41743	phosphorylates	Q76FK4	S1099
P09619	phosphorylates	O15085	S35
Q07912	phosphorylates	Q8TEW0	S221
P31749	phosphorylates	Q9Y4F5	S421
O14920	phosphorylates	P25963	S32
P24941	phosphorylates	P19338	T121
Q13464	phosphorylates	P30305	S323
P17612	phosphorylates	P23771	S308
P49674	phosphorylates	P49674	S323
Q6SA08	phosphorylates	P16220	S133
Q9H2K8	phosphorylates	Q14C86	S902
P09619	phosphorylates	O75970	S1595
Q13131	phosphorylates	Q07866	S521
Q00534	phosphorylates	Q08050	S451
Q8IW41	phosphorylates	P25685	S149
P09619	phosphorylates	Q9ULA0	S51
P32298	phosphorylates	P32298	S10
P24941	phosphorylates	O14497	S301
P53355	phosphorylates	Q00613	S230
P53350	phosphorylates	Q96HA1	S435
Q05397	phosphorylates	Q99961	Y315
P49674	phosphorylates	Q9UHB7	S1062
Q14289	phosphorylates	Q05397	Y407
P17612	phosphorylates	Q01970	S1105
Q00535	phosphorylates	P07814	S886
P53350	phosphorylates	Q15435	S44
P05771	phosphorylates	P28799	S81
P49674	phosphorylates	Q12756	S1548
Q9BQI3	phosphorylates	Q9C0C9	S515
P41743	phosphorylates	Q13370	S318
P28482	phosphorylates	Q5T447	T157
P49674	phosphorylates	Q96JM3	S416
P41743	phosphorylates	P48681	S455
Q15349	phosphorylates	P09884	S186
P42345	phosphorylates	Q9C0C7	S52
P68400	phosphorylates	O75582	T793
P37173	phosphorylates	P37173	S409
Q15759	phosphorylates	P36956	T426
Q8TD08	phosphorylates	Q8TD08	Y177
Q07912	phosphorylates	Q9P2E9	S1277
P33981	phosphorylates	P09651	S199
P17252	phosphorylates	O75376	S70
P31749	phosphorylates	P98177	S197
Q99558	phosphorylates	P25963	S36
Q16539	phosphorylates	O75691	T1741
P51617	phosphorylates	P62736	S241
P53350	phosphorylates	O95644	S245
P17612	phosphorylates	O95477	S2054
P31751	phosphorylates	P22314	S820
Q9H2K8	phosphorylates	Q9NP61	T135
P41743	phosphorylates	Q96G46	S272
Q16539	phosphorylates	O95639	S202
Q16539	phosphorylates	O75592	S3440
Q99986	phosphorylates	Q99986	T355
Q15139	phosphorylates	P16220	S133
Q9H2K8	phosphorylates	Q96E09	S143
P41743	phosphorylates	Q13464	S1333
Q13233	phosphorylates	Q9Y2R2	S449
P51617	phosphorylates	P38159	S208
P31749	phosphorylates	Q9Y2I7	S318
P42338	phosphorylates	O95785	S1012
Q07912	phosphorylates	Q99594	S148
P48730	phosphorylates	Q13148	S403
P28482	phosphorylates	P08047	T453
P45984	phosphorylates	P46013	S2223
P07947	phosphorylates	Q99959	S289
P42336	phosphorylates	Q2NKX8	S984
Q96RR4	phosphorylates	Q8N8S7	T538
Q13315	phosphorylates	P16220	S121
Q9Y4K4	phosphorylates	O60271	S733
P07947	phosphorylates	Q9UPN3	S7330
Q96RR4	phosphorylates	P38159	S208
Q9H2K8	phosphorylates	Q9H1E3	T179
P68400	phosphorylates	P14598	S208
Q02750	phosphorylates	Q16629	S192
Q9H2K8	phosphorylates	Q8IY33	S153
P28482	phosphorylates	P50548	T526
Q9UQM7	phosphorylates	P35367	T142
O95819	phosphorylates	Q9ULH0	S1633
P07947	phosphorylates	Q13595	T202
P49840	phosphorylates	P35222	T41
Q13557	phosphorylates	Q14524	T594
P50750	phosphorylates	O00267	T775
Q92630	phosphorylates	O43255	S68
P06493	phosphorylates	P00533	S1026
P09619	phosphorylates	Q00587	S143
Q07912	phosphorylates	Q92541	S697
Q15139	phosphorylates	Q15139	S738
P33981	phosphorylates	Q53HL2	S238
Q9UPE1	phosphorylates	Q9Y6E0	S385
P31751	phosphorylates	P49840	S21
P17612	phosphorylates	Q9NP97	S73
P27361	phosphorylates	Q9UHB6	S362
Q15349	phosphorylates	Q86U86	S10
P42684	phosphorylates	Q16512	S562
P00519	phosphorylates	P00533	Y1197
P10721	phosphorylates	O95243	S664
Q13153	phosphorylates	Q13153	T423
P24941	phosphorylates	Q9P206	S979
P53350	phosphorylates	P51513	S157
Q13557	phosphorylates	Q9UN36	T334
Q07912	phosphorylates	Q6PJT7	S620
Q8TAS1	phosphorylates	Q15637	S80
Q16584	phosphorylates	P45985	T261
Q9Y4K4	phosphorylates	P15056	S365
P09619	phosphorylates	Q9H425	S37
P50750	phosphorylates	O75152	S132
P17612	phosphorylates	P06400	S780
O14757	phosphorylates	Q9H8G2	S203
P27986	phosphorylates	P31749	S473
P49674	phosphorylates	Q9UQ35	S2123
O14578	phosphorylates	Q13303	S366
Q9H2K8	phosphorylates	Q96DR7	S80
O14578	phosphorylates	P41440	S71
P23443	phosphorylates	Q06787	S500
P07947	phosphorylates	Q05397	Y861
P42345	phosphorylates	P42345	T2474
P27361	phosphorylates	Q16584	S705
Q16539	phosphorylates	P40763	S727
Q9H2K8	phosphorylates	Q6ZS81	S3123
Q96RR4	phosphorylates	Q8IZP0	S216
P48730	phosphorylates	Q00987	S350
Q13131	phosphorylates	Q9H2X6	T1114
P46734	phosphorylates	O15264	Y182
Q9Y4K4	phosphorylates	Q8NEY1	S672
P27361	phosphorylates	P49790	S516
Q96GD4	phosphorylates	Q9Y2I6	S585
Q13233	phosphorylates	Q13459	S717
P68400	phosphorylates	Q9BYF1	S787
P54646	phosphorylates	O00418	S398
Q9Y4K4	phosphorylates	Q8IZD4	S511
Q13233	phosphorylates	Q99460	T270
P24941	phosphorylates	O00267	T775
P68400	phosphorylates	P17936	S194
O14578	phosphorylates	Q9H6K5	T1082
Q16539	phosphorylates	Q68EM7	T682
P09619	phosphorylates	Q5T5U3	S1862
P68400	phosphorylates	Q8TEA8	S205
P51617	phosphorylates	Q6IAA8	S27
P08069	phosphorylates	P08069	Y1280
Q07912	phosphorylates	P46019	S1015
P41743	phosphorylates	Q969H0	S18
Q15349	phosphorylates	Q99684	S94
Q13233	phosphorylates	Q8TAP9	S47
P27361	phosphorylates	P42224	S727
P50750	phosphorylates	Q13425	S393
P42338	phosphorylates	Q9NZN8	S165
P41743	phosphorylates	Q9NP66	S105
Q05655	phosphorylates	Q05655	S304
Q16539	phosphorylates	Q9UKV3	S388
P29317	phosphorylates	P29317	Y694
O00141	phosphorylates	P49815	S1132
P49841	phosphorylates	P22415	T153
P49674	phosphorylates	O95863	S104
P53671	phosphorylates	O75179	S2401
Q96GD4	phosphorylates	Q8TF76	S93
P51617	phosphorylates	Q7Z5L9	S406
P07947	phosphorylates	Q13029	S643
Q8N4C8	phosphorylates	Q6P1R3	S27
Q07912	phosphorylates	Q14247	S418
P31749	phosphorylates	Q9BXL7	S558
P33981	phosphorylates	O00418	S74
Q15349	phosphorylates	Q14151	S787
P27361	phosphorylates	Q16690	T321
P17612	phosphorylates	Q12809	T895
Q8N4C8	phosphorylates	Q6ZN03	S226
P41743	phosphorylates	Q9UJU6	T271
P24941	phosphorylates	Q05516	S197
Q9NYY3	phosphorylates	Q969H0	S176
Q13153	phosphorylates	P24844	S20
P51817	phosphorylates	P98161	S4166
O00141	phosphorylates	O60343	S666
Q13233	phosphorylates	Q9C0C2	S836
Q16512	phosphorylates	P29375	S1331
Q16539	phosphorylates	Q96C92	S247
Q13043	phosphorylates	O60343	S588
Q15349	phosphorylates	P38159	S352
Q16539	phosphorylates	Q9Y6Q9	S860
Q9H2K8	phosphorylates	Q07955	S201
P07947	phosphorylates	Q00536	S119
Q96RR4	phosphorylates	P49585	S315
P41743	phosphorylates	Q8WX92	S557
Q13237	phosphorylates	Q14847	S146
P19784	phosphorylates	Q99801	T89
Q13233	phosphorylates	Q6IQ26	S193
P50750	phosphorylates	Q02086	S78
P49674	phosphorylates	Q9UMZ2	S1075
Q16539	phosphorylates	Q13309	S64
P11274	phosphorylates	P63104	T232
Q13555	phosphorylates	Q8N6H7	S432
Q02750	phosphorylates	Q9UQC2	T391
O14757	phosphorylates	P27816	T925
Q96RR4	phosphorylates	P16220	S271
P36888	phosphorylates	P36888	Y955
P06493	phosphorylates	P43307	S268
Q14680	phosphorylates	Q14680	Y438
Q13153	phosphorylates	O95863	S246
P49674	phosphorylates	Q8IZP0	T215
P48729	phosphorylates	P30304	S79
P17252	phosphorylates	P35900	S13
P51617	phosphorylates	P98175	S845
P42336	phosphorylates	Q96KQ7	S232
P41743	phosphorylates	Q9UQR1	S306
P06493	phosphorylates	Q14643	T800
P24941	phosphorylates	Q9C0C2	S435
P17252	phosphorylates	P01730	S440
Q9Y6E0	phosphorylates	O15014	S1055
Q07912	phosphorylates	O96028	T115
Q16539	phosphorylates	Q9Y5J1	S124
Q9Y4K4	phosphorylates	P21333	S2158
P49840	phosphorylates	Q8NHW3	T53
Q8TDX7	phosphorylates	Q15058	S1220
P50750	phosphorylates	Q9NQW6	S182
Q9P1W9	phosphorylates	P38936	S146
Q15418	phosphorylates	Q92882	S202
Q13043	phosphorylates	Q9Y581	S1554
Q92918	phosphorylates	Q9BXL7	S556
Q9UPE1	phosphorylates	O75417	S379
Q13153	phosphorylates	P68431	S10
P49841	phosphorylates	Q92908	S37
O43683	phosphorylates	O43683	S454
Q9UEW8	phosphorylates	Q9UP95	T5
O14578	phosphorylates	Q9ULL5	S314
P31749	phosphorylates	P78362	T492
P50750	phosphorylates	Q14160	S1475
P49841	phosphorylates	Q07817	S62
P31749	phosphorylates	P41002	S577
P49674	phosphorylates	O14497	S363
P12931	phosphorylates	Q13936	Y2217
P50750	phosphorylates	Q9UIG0	S349
P28482	phosphorylates	Q15648	T1457
Q9Y4K4	phosphorylates	Q58EX2	S2014
O75116	phosphorylates	Q8TF72	S439
Q16539	phosphorylates	O43524	S7
Q9NWZ3	phosphorylates	P14598	S320
Q16539	phosphorylates	Q9NQ92	S66
P06493	phosphorylates	P06400	T252
P33981	phosphorylates	Q9UBH6	S668
Q99759	phosphorylates	Q7Z4S6	S855
P51617	phosphorylates	Q8WUF5	S358
Q9UQM7	phosphorylates	Q9Y5P4	S373
Q8TD08	phosphorylates	P25963	S32
P50750	phosphorylates	Q13242	S216
P43405	phosphorylates	P51452	Y138
P78527	phosphorylates	P07900	T7
P08631	phosphorylates	P00519	Y172
Q13188	phosphorylates	Q7L9L4	T35
O14578	phosphorylates	O75995	S21
P24941	phosphorylates	Q56NI9	S75
Q00534	phosphorylates	P38936	S130
P10721	phosphorylates	Q96JA1	S76
P52333	phosphorylates	P35222	Y86
Q04759	phosphorylates	Q5JVS0	T354
Q16512	phosphorylates	Q9Y2K7	S731
P68400	phosphorylates	Q9Y5B0	S942
Q96RR4	phosphorylates	P07910	S253
Q16539	phosphorylates	Q96D71	S170
P51617	phosphorylates	Q96E39	S88
Q9NYY3	phosphorylates	Q9HC77	S589
P45983	phosphorylates	Q8N122	S863
Q13315	phosphorylates	Q00987	T419
P09619	phosphorylates	Q9Y5K6	S510
P06493	phosphorylates	Q2M2I8	T389
O14578	phosphorylates	P23443	S452
P53350	phosphorylates	Q15435	S47
P00533	phosphorylates	P35222	Y654
P09619	phosphorylates	Q9ULH0	S1633
P68400	phosphorylates	P32121	T382
Q13233	phosphorylates	P33240	S524
P49674	phosphorylates	Q9Y2W1	S682
P49674	phosphorylates	P22314	S13
P50750	phosphorylates	Q9Y2W1	S248
Q9UQM7	phosphorylates	Q14524	S457
Q9H2K8	phosphorylates	P68363	S48
Q9Y4K4	phosphorylates	P42679	S501
Q13177	phosphorylates	Q13177	T402
P28482	phosphorylates	P84022	S204
P15735	phosphorylates	Q9H1A4	S355
P53350	phosphorylates	P49959	S649
Q07912	phosphorylates	Q9Y2D5	S748
P51617	phosphorylates	Q9NZM3	S884
P31751	phosphorylates	Q9UK76	S28
P07332	phosphorylates	P11274	Y246
P51617	phosphorylates	P60709	S239
Q13188	phosphorylates	Q13188	T378
O14578	phosphorylates	Q13595	T202
P42684	phosphorylates	Q92766	S42
Q13976	phosphorylates	Q03393	S19
P31749	phosphorylates	P84103	S122
P42338	phosphorylates	Q86SQ0	S204
Q07912	phosphorylates	Q8N4B1	S213
Q13464	phosphorylates	O43293	T299
Q9Y6E0	phosphorylates	Q14C86	S902
P17612	phosphorylates	P39019	S59
Q13233	phosphorylates	P23588	S406
P53671	phosphorylates	Q8NCB2	T435
Q9Y4K4	phosphorylates	O95487	T329
Q96GD4	phosphorylates	O95239	T799
Q07912	phosphorylates	Q6P1N0	S208
P27361	phosphorylates	Q15796	S250
P17252	phosphorylates	P33778	S32
O95819	phosphorylates	Q8WY91	S128
P50613	phosphorylates	P10275	S516
P12931	phosphorylates	P22681	Y774
Q9H4B4	phosphorylates	P14635	S133
P27361	phosphorylates	P21333	S2152
P17252	phosphorylates	P49407	S163
P17612	phosphorylates	Q9H2S1	S464
Q15349	phosphorylates	Q9UMZ2	S752
P06493	phosphorylates	Q8NCD3	S448
P53350	phosphorylates	Q8NG27	T277
P51617	phosphorylates	P52272	S618
O14578	phosphorylates	Q9P275	S742
O14757	phosphorylates	Q13907	S55
Q13233	phosphorylates	Q9Y6G9	S468
P11802	phosphorylates	Q08050	T510
P28482	phosphorylates	Q13541	T70
P33981	phosphorylates	Q8N122	S877
P68400	phosphorylates	O00170	S43
Q9BQI3	phosphorylates	Q16629	S165
P10721	phosphorylates	Q8TEK3	S902
P53350	phosphorylates	O15350	T27
P31749	phosphorylates	Q6ZUT9	S1076
P29597	phosphorylates	P29597	Y1055
P41743	phosphorylates	Q9BYG3	T220
Q13233	phosphorylates	Q4KMP7	T148
P48730	phosphorylates	Q16665	S247
Q16539	phosphorylates	P31274	S159
Q16512	phosphorylates	Q9NRY4	S1150
P41743	phosphorylates	Q13596	S39
P49841	phosphorylates	P13051	S64
P15735	phosphorylates	Q07666	S20
Q9Y4K4	phosphorylates	Q6WCQ1	S292
Q9H2K8	phosphorylates	Q86YZ3	S903
O14578	phosphorylates	Q96E09	S143
P27361	phosphorylates	Q15788	S1185
P49674	phosphorylates	Q8IZE3	T153
P27361	phosphorylates	Q92922	T398
P42345	phosphorylates	P67809	S209
P33981	phosphorylates	P53814	S514
P10721	phosphorylates	Q8IZP0	S231
P41743	phosphorylates	Q92845	S25
Q00534	phosphorylates	Q7Z2W4	S378
P49841	phosphorylates	Q14449	S362
Q13233	phosphorylates	Q6Y7W6	S139
P49674	phosphorylates	P06400	S249
P07947	phosphorylates	P06400	S249
P78527	phosphorylates	P31270	S98
P27361	phosphorylates	Q9P2B4	S560
O14578	phosphorylates	Q07955	S199
P00533	phosphorylates	P67775	Y307
Q9BZL6	phosphorylates	Q13671	S292
P78527	phosphorylates	P04637	S15
Q16539	phosphorylates	P13473	T211
Q8N4C8	phosphorylates	Q6PID6	S197
P49841	phosphorylates	Q9UPN3	S7326
P09619	phosphorylates	Q96PC5	S1202
O14578	phosphorylates	Q99616	S44
P68400	phosphorylates	P08238	S226
P51617	phosphorylates	Q96P70	S482
P10721	phosphorylates	Q86UX7	S8
P51617	phosphorylates	O75533	T257
P27361	phosphorylates	Q9NRA0	T614
Q13233	phosphorylates	P98171	S930
P28482	phosphorylates	Q07889	S1197
O14578	phosphorylates	Q96JM3	S432
P49674	phosphorylates	Q8TF72	S664
Q96QT4	phosphorylates	P28289	T54
Q8N4C8	phosphorylates	P14317	T308
P42684	phosphorylates	Q9HCM4	S436
P19784	phosphorylates	P51116	T411
P07947	phosphorylates	Q5TCX8	S514
P42336	phosphorylates	Q15366	S272
Q8TDX7	phosphorylates	Q15058	S607
O14965	phosphorylates	O95983	S85
Q07912	phosphorylates	Q14C86	S950
O15264	phosphorylates	O00418	S396
P41743	phosphorylates	Q7L7X3	S9
P17252	phosphorylates	O95243	S165
O75716	phosphorylates	O75716	T185
P53350	phosphorylates	Q15022	S539
Q13557	phosphorylates	P09661	T180
P31749	phosphorylates	Q13459	S1405
O95835	phosphorylates	P30305	S323
P50613	phosphorylates	P24928	S1878
P09619	phosphorylates	Q14160	S1439
P17252	phosphorylates	O94887	S389
P49674	phosphorylates	Q96C57	S179
P17252	phosphorylates	Q07954	S4517
P00519	phosphorylates	P46108	Y239
P17252	phosphorylates	P17812	T455
Q15139	phosphorylates	Q9Y3E5	S5
Q5S007	phosphorylates	Q99683	T838
P00533	phosphorylates	P15311	Y354
P51617	phosphorylates	Q99700	S684
P45984	phosphorylates	Q13416	T116
P09619	phosphorylates	Q07912	Y635
P17612	phosphorylates	Q16665	T455
P51617	phosphorylates	Q9P206	S862
O14578	phosphorylates	Q92738	S714
P51617	phosphorylates	Q6P582	S139
Q96GD4	phosphorylates	Q96CF2	S210
P51617	phosphorylates	O00264	S181
P31751	phosphorylates	Q86UU0	S750
Q16539	phosphorylates	Q9NRR4	S221
P19525	phosphorylates	P06493	Y4
P24941	phosphorylates	P29374	S864
O14578	phosphorylates	Q9Y618	S1547
P12931	phosphorylates	P60484	Y46
P06493	phosphorylates	P62136	T320
Q5S007	phosphorylates	Q5S007	S935
P53350	phosphorylates	Q9H1A4	S688
P00533	phosphorylates	O95477	S2054
Q9UPE1	phosphorylates	Q8NDT2	S552
Q9UHD2	phosphorylates	Q92985	S472
P11802	phosphorylates	P28749	S964
P12931	phosphorylates	Q9Y2X7	Y246
Q16539	phosphorylates	Q9NYB0	S154
P53350	phosphorylates	Q9UJX2	T565
Q13555	phosphorylates	Q9UJU6	T291
Q02750	phosphorylates	O60343	S588
O43293	phosphorylates	P04637	S20
P17612	phosphorylates	P50552	S157
P24941	phosphorylates	Q9ULH7	S921
P12931	phosphorylates	P51812	Y483
Q8NG66	phosphorylates	P54132	S338
Q8N4C8	phosphorylates	Q93075	S80
Q9H2K8	phosphorylates	Q6IQ23	S903
P28482	phosphorylates	Q05209	S571
Q13131	phosphorylates	Q15036	S437
P05129	phosphorylates	Q9H3Z4	S10
P51617	phosphorylates	Q5SW79	S881
O14578	phosphorylates	Q96SB3	S100
P49137	phosphorylates	Q92841	S571
Q13177	phosphorylates	Q8N8S7	T538
Q9BZL6	phosphorylates	P50552	S239
P53350	phosphorylates	Q92609	S554
P51617	phosphorylates	Q9NVP2	T179
P33981	phosphorylates	Q96QD9	S16
P27361	phosphorylates	Q8IV63	S83
Q13315	phosphorylates	Q92945	S670
Q13315	phosphorylates	O43542	S225
O95819	phosphorylates	Q7Z3J3	S1535
Q9Y4K4	phosphorylates	Q9UKL0	S460
Q15118	phosphorylates	P29803	S230
Q9Y4K4	phosphorylates	Q86VP1	S666
Q16539	phosphorylates	Q9NRR4	S255
P41743	phosphorylates	Q9UJQ4	S753
Q13043	phosphorylates	Q9UDY2	S979
Q16512	phosphorylates	Q58EX2	S1982
P68400	phosphorylates	P60484	T383
P68400	phosphorylates	Q03014	S163
Q16539	phosphorylates	Q02078	S192
P17252	phosphorylates	Q8WTQ7	S36
P53350	phosphorylates	P30305	T127
P17612	phosphorylates	P08151	S544
Q9Y4K4	phosphorylates	Q14153	S268
P53671	phosphorylates	Q9UHC3	S37
Q16539	phosphorylates	O60832	S451
P06241	phosphorylates	P35354	Y446
Q8N4C8	phosphorylates	Q8IY67	T463
O96017	phosphorylates	O43255	S28
Q13131	phosphorylates	Q13131	S360
P41743	phosphorylates	Q13435	T780
P45983	phosphorylates	P17535	S100
Q9UBE8	phosphorylates	Q12778	S329
P09619	phosphorylates	Q8TF01	S321
P10721	phosphorylates	P29590	S518
P33981	phosphorylates	Q8IYB3	S775
P07947	phosphorylates	O94915	T1959
Q13315	phosphorylates	Q7L7X3	S990
P17612	phosphorylates	Q9NXR1	T131
Q96RR4	phosphorylates	Q9UKG1	S401
Q99759	phosphorylates	Q4KMP7	S687
O14578	phosphorylates	Q71UM5	S78
P68400	phosphorylates	O60936	T149
O95819	phosphorylates	Q9Y3T9	S49
P24941	phosphorylates	Q01826	S637
P31751	phosphorylates	Q13835	S118
Q15349	phosphorylates	Q7Z417	S608
P51617	phosphorylates	O94804	S450
Q05655	phosphorylates	Q9UQL6	S259
P49674	phosphorylates	Q6ZRS2	S3148
P06493	phosphorylates	O95251	T88
Q9UQM7	phosphorylates	Q14524	S1934
Q13188	phosphorylates	P17252	T228
P51617	phosphorylates	Q5QJE6	S434
Q07912	phosphorylates	P16949	S16
Q13233	phosphorylates	Q16890	S149
P41743	phosphorylates	Q86U70	S265
P05771	phosphorylates	P49840	S21
P27361	phosphorylates	Q15796	S255
O95819	phosphorylates	Q96B97	S230
Q8N4C8	phosphorylates	O00443	S338
