DB13587	increase_hypoglycemia	DB13406
DB09378	increase_hypokalemia	DB01274
DB13496	decrease_hypoglycemia	DB01251
DB00821	increase_hyperkalemia	DB00202
DB13766	increase_hyperkalemia	DB01219
DB11750	increase_hyperglycemia	DB01261
DB06271	increase_hyperkalemia	DB01167
DB12625	increase_hypoglycemia	DB08980
DB14492	increase_hyperkalemia	DB00784
DB00914	increase_hypoglycemia	DB00030
DB08992	increase_hyperkalemia	DB00861
DB15217	increase_hypoglycemia	DB00621
DB04830	increase_hypoglycemia	DB00945
DB13722	increase_hyperkalemia	DB11107
DB00899	increase_hyponatremia	DB00035
DB00836	increase_hyperkalemia	DB00469
DB14068	increase_hyperkalemia	DB01342
DB06152	increase_hyperkalemia	DB00542
DB15171	increase_hypoglycemia	DB01168
DB09238	increase_hypoglycemia	DB08882
DB13620	increase_hyperkalemia	DB09235
DB13537	increase_hypokalemia	DB13532
DB00923	increase_hypocalcemia	DB00282
DB01219	increase_hyperkalemia	DB00393
DB11780	increase_hyperglycemia	DB00663
DB06736	increase_hyperkalemia	DB01340
DB06272	increase_hypercalcemia	DB00606
DB09259	increase_hyperkalemia	DB04842
DB11567	increase_hypoglycemia	DB01016
DB11827	increase_hyperglycemia	DB08970
DB11568	decrease_hypoglycemia	DB09167
DB11950	increase_hypoglycemia	DB00472
DB13166	increase_hyperkalemia	DB06212
DB01435	increase_hyperkalemia	DB00678
DB09265	increase_hypoglycemia	DB09232
DB06725	increase_hyperkalemia	DB00584
DB11723	increase_hypoglycemia	DB00621
DB13961	increase_hyperkalemia	DB06271
DB09213	increase_hyperkalemia	DB00653
DB04838	increase_hyperkalemia	DB00384
DB13166	increase_hyperkalemia	DB01225
DB01342	increase_hyperkalemia	DB01244
DB08882	increase_hyperglycemia	DB00687
DB06272	increase_hypercalcemia	DB01021
DB05246	increase_hyperkalemia	DB05095
DB09307	decrease_hypoglycemia	DB09198
DB14125	increase_hyperkalemia	DB00177
DB06726	increase_hyperkalemia	DB00542
DB12713	increase_hypoglycemia	DB00624
DB13961	increase_hyperkalemia	DB01009
DB09026	increase_hyperkalemia	DB02968
DB09285	increase_hyperkalemia	DB08822
DB14543	increase_hyperglycemia	DB00738
DB11827	increase_hypoglycemia	DB08953
DB06127	increase_hypoglycemia	DB04884
DB06715	increase_hyperkalemia	DB00519
DB11723	decrease_hypoglycemia	DB09016
DB08836	increase_hyperkalemia	DB00586
DB09087	increase_hyperkalemia	DB00384
DB01276	increase_hypoglycemia	DB00476
DB04878	decrease_hypoglycemia	DB00540
DB01397	increase_hyperkalemia	DB00886
DB09249	increase_hypoglycemia	DB01015
DB14035	increase_hypoglycemia	DB01277
DB00328	increase_hypoglycemia	DB00166
DB09285	increase_hyperkalemia	DB00421
DB13612	increase_hyperkalemia	DB06763
DB13766	increase_hyperkalemia	DB00788
DB09201	decrease_hypoglycemia	DB00458
DB13467	increase_hypokalemia	DB00999
DB13843	increase_hyperglycemia	DB09564
DB01016	increase_hypoglycemia	DB00489
DB01388	increase_hyperkalemia	DB00177
DB08813	increase_hyperkalemia	DB08807
DB04258	increase_hypercalcemia	DB00232
DB14210	increase_hyperkalemia	DB13657
DB14492	increase_hyperkalemia	DB00622
DB09087	increase_hyperkalemia	DB01026
DB09483	increase_hyperkalemia	DB04817
DB14064	increase_hyperkalemia	DB00573
DB12935	increase_hypoglycemia	DB09235
DB13538	increase_hypoglycemia	DB06127
DB11950	increase_hyperglycemia	DB00588
DB01309	increase_hyperglycemia	DB00663
DB13950	increase_hyperkalemia	DB00492
DB13312	increase_hyperkalemia	DB01167
DB00742	increase_hypocalcemia	DB00399
DB13664	increase_hypokalemia	DB00841
DB09418	increase_hyperkalemia	DB09351
DB09045	decrease_hypoglycemia	DB08996
DB13514	increase_hyperkalemia	DB09230
DB11770	increase_hyperkalemia	DB00440
DB09230	increase_hyperkalemia	DB00580
DB01133	increase_hypocalcemia	DB00384
DB13928	increase_hypoglycemia	DB06807
DB01307	increase_hyperglycemia	DB00635
DB11567	increase_hypoglycemia	DB09236
DB13406	increase_hyperglycemia	DB00896
DB01278	increase_hypoglycemia	DB01251
DB12097	increase_hyperkalemia	DB00966
DB12268	increase_hypoglycemia	DB09243
DB09383	increase_hyperglycemia	DB00263
DB14539	increase_hyperglycemia	DB06203
DB13675	decrease_hypoglycemia	DB13225
DB12693	increase_hypoglycemia	DB06335
DB13675	increase_hypoglycemia	DB06712
DB09213	increase_hyperkalemia	DB08980
DB09217	increase_hyperkalemia	DB00700
DB15565	increase_hyperkalemia	DB13612
DB13500	increase_hyperkalemia	DB06767
DB01395	increase_hyperkalemia	DB00784
DB14027	increase_hyperglycemia	DB00180
DB11153	increase_hyperkalemia	DB01054
DB04878	increase_hypoglycemia	DB00752
DB09279	increase_hyperkalemia	DB01203
DB00966	increase_hyperkalemia	DB00864
DB09235	increase_hypoglycemia	DB09198
DB13843	increase_hyperglycemia	DB00047
DB13312	increase_hyperkalemia	DB04817
DB13114	decrease_hypoglycemia	DB11568
DB14027	increase_hypoglycemia	DB11568
DB14644	increase_hyperglycemia	DB06011
DB12412	increase_hypoglycemia	DB09245
DB06781	increase_hyperglycemia	DB01278
DB09378	increase_hyperglycemia	DB04876
DB00622	increase_hyperkalemia	DB00407
DB14064	increase_hyperkalemia	DB11090
DB09087	increase_hyperkalemia	DB05885
DB00921	increase_hyponatremia	DB00035
DB13166	increase_hyperkalemia	DB09259
DB08907	increase_hypoglycemia	DB00672
DB13919	increase_hyperkalemia	DB08951
DB13314	increase_hyperkalemia	DB01167
DB01450	increase_hyponatremia	DB00035
DB06203	increase_hypoglycemia	DB01277
DB13860	increase_hyperkalemia	DB12923
DB14499	increase_hyperkalemia	DB13757
DB14068	increase_hypoglycemia	DB05115
DB14646	increase_hyperglycemia	DB00071
DB09240	increase_hyperkalemia	DB01109
DB00816	increase_hypokalemia	DB00687
DB09418	increase_hyperkalemia	DB01347
DB14065	increase_hyperkalemia	DB04817
DB11780	increase_hyperglycemia	DB01234
DB12412	increase_hypoglycemia	DB04838
DB13481	increase_hyperkalemia	DB04825
DB14210	increase_hyperkalemia	DB09125
DB06779	increase_hyperkalemia	DB01203
DB14066	increase_hyperkalemia	DB13317
DB08808	increase_hyperkalemia	DB00421
DB13446	increase_hyperglycemia	DB00288
DB08962	increase_hypoglycemia	DB00222
DB13757	increase_hyperkalemia	DB12221
DB14213	increase_hyperkalemia	DB00343
DB05885	increase_hypoglycemia	DB00414
DB14063	increase_hyperkalemia	DB00440
DB09307	decrease_hypoglycemia	DB05115
DB15171	decrease_hypoglycemia	DB08996
DB08382	decrease_hypoglycemia	DB01583
DB14500	increase_hyperkalemia	DB00421
DB09087	increase_hyperkalemia	DB00622
DB14492	increase_hyperkalemia	DB01026
DB01067	increase_hypoglycemia	DB00912
DB13950	increase_hypoglycemia	DB08962
DB00861	increase_hypoglycemia	DB00672
DB14659	increase_hyperglycemia	DB01120
DB15217	decrease_hypoglycemia	DB13246
DB08996	decrease_hypoglycemia	DB04878
DB09234	increase_hypoglycemia	DB00914
DB13312	increase_hyperkalemia	DB04838
DB09231	increase_hyperkalemia	DB00244
DB14500	increase_hyperkalemia	DB00482
DB11723	decrease_hypoglycemia	DB00540
DB09378	increase_hyperglycemia	DB01307
DB12131	increase_hyperkalemia	DB07477
DB05115	increase_hypoglycemia	DB01277
DB06763	increase_hyperkalemia	DB00275
DB15217	increase_hypoglycemia	DB12268
DB00884	increase_hypocalcemia	DB00274
DB04830	increase_hypoglycemia	DB00672
DB12417	increase_hypoglycemia	DB01067
DB09295	increase_hyperkalemia	DB04842
DB14231	increase_hyperkalemia	DB13860
DB08882	increase_hypoglycemia	DB06655
DB09232	increase_hyperkalemia	DB08822
DB11723	increase_hypoglycemia	DB00795
DB11723	increase_hypoglycemia	DB01185
DB09100	decrease_hypoglycemia	DB00834
DB13664	increase_hyperglycemia	DB08882
DB13166	increase_hyperkalemia	DB12131
DB09413	increase_hyperkalemia	DB01182
DB00708	increase_hyponatremia	DB00035
DB12417	increase_hypoglycemia	DB01309
DB13246	decrease_hypoglycemia	DB01277
DB13501	increase_hyperkalemia	DB00678
DB00584	increase_hyperkalemia	DB00482
DB14646	increase_hyperglycemia	DB00046
DB06767	increase_hyperkalemia	DB00568
DB09246	increase_hypoglycemia	DB00071
DB13496	decrease_hypoglycemia	DB01289
DB06335	increase_hypoglycemia	DB02901
DB00991	increase_hyponatremia	DB00035
DB01285	increase_hyperglycemia	DB00071
DB09449	increase_hyperkalemia	DB00864
DB13725	increase_hyperkalemia	DB13364
DB01600	increase_hyperkalemia	DB00178
DB14026	increase_hypoglycemia	DB12781
DB11698	increase_hypoglycemia	DB01014
DB08992	increase_hypoglycemia	DB01124
DB09234	increase_hypoglycemia	DB00263
DB01297	increase_hyperkalemia	DB00691
DB13961	increase_hypoglycemia	DB01277
DB15566	increase_hyperglycemia	DB14027
DB11153	increase_hyperkalemia	DB01219
DB11153	increase_hyperkalemia	DB08907
DB12412	increase_hypoglycemia	DB00624
DB13835	increase_hypoglycemia	DB01309
DB12461	increase_hypoglycemia	DB06127
DB01047	increase_hyperglycemia	DB00414
DB11723	increase_hyperglycemia	DB09091
DB11568	increase_hypoglycemia	DB00721
DB13446	increase_hypoglycemia	DB04842
DB14125	increase_hyperkalemia	DB13722
DB09212	increase_hyperkalemia	DB09015
DB13649	increase_hyperkalemia	DB09227
DB14065	increase_hyperkalemia	DB11455
DB14213	increase_hyperkalemia	DB11518
DB13775	increase_hyperkalemia	DB00864
DB14938	increase_hyperkalemia	DB00886
DB13943	increase_hypoglycemia	DB01276
DB08918	increase_hypoglycemia	DB00030
DB11107	increase_hyperkalemia	DB00500
DB13491	increase_hyperglycemia	DB08907
DB01066	increase_hypocalcemia	DB00884
DB12781	increase_hypoglycemia	DB00244
DB13725	increase_hypoglycemia	DB11780
DB11960	increase_hyperkalemia	DB00542
DB12097	increase_hyperkalemia	DB01182
DB13928	increase_hypoglycemia	DB04017
DB13620	increase_hyperkalemia	DB08951
DB08836	increase_hyperkalemia	DB00187
DB13509	increase_hypoglycemia	DB01132
DB14543	increase_hyperglycemia	DB14035
DB13208	increase_hypokalemia	DB00808
DB08962	increase_hypoglycemia	DB01367
DB09234	increase_hyperkalemia	DB06271
DB14068	increase_hypoglycemia	DB00912
DB04820	increase_hypoglycemia	DB00834
DB14209	increase_hyperkalemia	DB11466
DB00653	increase_hyperkalemia	DB00440
DB13629	increase_hyperkalemia	DB06763
DB01700	increase_hyperglycemia	DB01234
DB04836	decrease_hypoglycemia	DB01251
DB14207	increase_hyperkalemia	DB08991
DB13875	increase_hypoglycemia	DB11698
DB08992	increase_hypoglycemia	DB01309
DB01219	increase_hyperkalemia	DB00347
DB06807	increase_hypoglycemia	DB01251
DB02968	increase_hyperkalemia	DB00401
DB13001	increase_hyperkalemia	DB04825
DB13217	increase_hyperkalemia	DB06763
DB03585	increase_hyperkalemia	DB01074
DB01415	increase_hypocalcemia	DB00710
DB04878	increase_hypoglycemia	DB00222
DB14208	increase_hyperkalemia	DB06737
DB09483	increase_hyperkalemia	DB09089
DB11567	increase_hypoglycemia	DB00752
DB14208	increase_hyperkalemia	DB01342
DB12097	increase_hyperkalemia	DB06763
DB01222	increase_hypokalemia	DB00524
DB09239	increase_hyperkalemia	DB06779
DB14035	increase_hypoglycemia	DB01120
DB00344	decrease_hypoglycemia	DB00263
DB06203	increase_hypoglycemia	DB00945
DB09090	increase_hyperkalemia	DB04812
DB11824	increase_hypoglycemia	DB00285
DB13835	increase_hyperkalemia	DB13649
DB09260	increase_hyperkalemia	DB00187
DB11783	increase_hyperkalemia	DB00202
DB06822	increase_hyperkalemia	DB00678
DB14064	increase_hyperkalemia	DB09477
DB14035	decrease_hypoglycemia	DB09016
DB13540	increase_hypocalcemia	DB00710
DB00678	increase_hyperkalemia	DB00584
DB13843	increase_hypokalemia	DB00214
DB13481	increase_hyperkalemia	DB01118
DB14208	increase_hyperkalemia	DB01244
DB09254	increase_hypoglycemia	DB01306
DB14064	increase_hyperkalemia	DB06736
DB01380	increase_hyperglycemia	DB01276
DB13488	increase_hyperkalemia	DB00440
DB09234	increase_hyperkalemia	DB01347
DB14066	increase_hyperkalemia	DB00991
DB13649	increase_hyperkalemia	DB00492
DB06255	increase_hypocalcemia	DB01111
DB00393	increase_hypoglycemia	DB00047
DB09022	increase_hypoglycemia	DB04017
DB01023	increase_hyperkalemia	DB00542
DB06715	increase_hyperkalemia	DB05095
DB08984	increase_hyponatremia	DB00035
DB00491	increase_hypoglycemia	DB00284
DB14006	increase_hypoglycemia	DB12412
DB05819	increase_hypoglycemia	DB00280
DB13538	increase_hyperkalemia	DB00593
DB01380	increase_hypokalemia	DB01291
DB09413	increase_hyperkalemia	DB09212
DB08951	increase_hyperkalemia	DB00275
DB06736	increase_hyperkalemia	DB00347
DB01261	increase_hypoglycemia	DB00731
DB11783	increase_hyperkalemia	DB00678
DB14210	increase_hyperkalemia	DB08976
DB09198	increase_hypoglycemia	DB00721
DB01382	increase_hypoglycemia	DB00182
DB11898	increase_hypoglycemia	DB00412
DB01203	increase_hyperkalemia	DB00796
DB00864	increase_hyperkalemia	DB00700
DB09229	increase_hypoglycemia	DB09045
DB13835	increase_hyperkalemia	DB11090
DB14231	increase_hyperkalemia	DB00244
DB01247	increase_hypoglycemia	DB01015
DB13538	increase_hypoglycemia	DB11824
DB00864	increase_hypocalcemia	DB00399
DB01180	increase_hyperkalemia	DB00421
DB05819	decrease_hypoglycemia	DB00543
DB13003	increase_hypokalemia	DB00681
DB00528	increase_hyperkalemia	DB00519
DB15565	increase_hyperkalemia	DB12221
DB12221	increase_hyperkalemia	DB09213
DB04630	increase_hyperglycemia	DB00222
DB09477	increase_hyperkalemia	DB00812
DB13443	increase_hyperkalemia	DB11783
DB13524	increase_hyperkalemia	DB00678
DB04626	increase_hypocalcemia	DB00710
DB14027	increase_hyperglycemia	DB00547
DB04842	increase_hyperkalemia	DB00580
DB00731	increase_hyperglycemia	DB00180
DB12221	increase_hyperkalemia	DB09235
DB11529	increase_hypokalemia	DB01288
DB09240	increase_hypoglycemia	DB09201
DB00622	increase_hypoglycemia	DB00030
DB09043	increase_hypoglycemia	DB08882
DB00938	increase_hypokalemia	DB00764
DB12092	increase_hyperkalemia	DB01342
DB14063	increase_hyperkalemia	DB06737
DB14213	increase_hyperkalemia	DB00275
DB14063	increase_hyperkalemia	DB09413
DB14538	increase_hyperglycemia	DB04830
DB09351	increase_hyperkalemia	DB09279
DB12713	increase_hyperglycemia	DB00394
DB06212	increase_hyperkalemia	DB00691
DB13169	increase_hypoglycemia	DB00222
DB13757	increase_hyperkalemia	DB00196
DB15171	increase_hyperglycemia	DB14539
DB07402	increase_hyperkalemia	DB01197
DB13524	increase_hyperkalemia	DB09234
DB13166	increase_hyperkalemia	DB05885
DB14500	increase_hyperkalemia	DB13766
DB09246	increase_hypoglycemia	DB00047
DB13233	increase_hypoglycemia	DB00331
DB00880	increase_hypokalemia	DB00390
DB09013	increase_hyperkalemia	DB00691
DB04884	increase_hypoglycemia	DB01252
DB14208	increase_hyperkalemia	DB08942
DB06203	increase_hypoglycemia	DB04830
DB04876	increase_hypoglycemia	DB00331
DB01347	increase_hyperkalemia	DB01014
DB12212	increase_hyperkalemia	DB08813
DB14633	increase_hypokalemia	DB00221
DB06292	decrease_hypoglycemia	DB00344
DB14006	increase_hypoglycemia	DB04878
DB14659	increase_hypokalemia	DB11871
DB09026	increase_hyperkalemia	DB00196
DB01410	increase_hypokalemia	DB01064
DB09016	decrease_hypoglycemia	DB00412
DB09265	increase_hyperglycemia	DB00596
DB13532	increase_hypokalemia	DB05039
DB01225	increase_hyperkalemia	DB00390
DB07615	increase_hypoglycemia	DB01289
DB01410	increase_hypokalemia	DB01407
DB13860	increase_hyperkalemia	DB12097
DB01244	increase_hypoglycemia	DB01016
DB09260	increase_hyperkalemia	DB04842
DB09198	increase_hypoglycemia	DB00233
DB13003	increase_hyperglycemia	DB11824
DB12713	decrease_hypoglycemia	DB00458
DB01074	increase_hyperkalemia	DB00580
DB12406	increase_hyperkalemia	DB09080
DB00436	increase_hypercalcemia	DB00153
DB06271	increase_hyperkalemia	DB01219
DB14066	increase_hypoglycemia	DB12412
DB04876	increase_hypoglycemia	DB00284
DB06726	increase_hyperkalemia	DB00195
DB13166	increase_hyperkalemia	DB08984
DB11898	increase_hypoglycemia	DB06011
DB08980	increase_hyperkalemia	DB06767
DB14068	increase_hyperkalemia	DB09483
DB09239	increase_hyperkalemia	DB01219
DB00202	increase_hyperkalemia	DB00187
DB00284	increase_hypoglycemia	DB00215
DB06011	increase_hyperglycemia	DB01130
DB08907	increase_hypoglycemia	DB06335
DB06152	increase_hyperkalemia	DB00886
DB13876	increase_hypoglycemia	DB12625
DB09215	increase_hyperkalemia	DB00594
DB09201	increase_hypoglycemia	DB00393
DB09265	increase_hyperglycemia	DB09095
DB09285	increase_hyperkalemia	DB00568
DB06011	increase_hypoglycemia	DB01054
DB08822	increase_hyperkalemia	DB01297
DB01285	increase_hyperglycemia	DB00738
DB13843	increase_hyperglycemia	DB00263
DB11568	increase_hypoglycemia	DB09045
DB00741	increase_hypokalemia	DB00310
DB11780	increase_hypoglycemia	DB02901
DB13514	increase_hyperkalemia	DB00825
DB08918	increase_hyponatremia	DB00562
DB13689	increase_hypokalemia	DB01325
DB13225	decrease_hypoglycemia	DB00468
DB01399	increase_hyperkalemia	DB01180
DB01410	increase_hypokalemia	DB00397
DB12417	increase_hypoglycemia	DB06718
DB13514	increase_hyperkalemia	DB11960
DB01234	increase_hyperglycemia	DB00197
DB01124	increase_hypoglycemia	DB00071
DB08382	increase_hypoglycemia	DB00176
DB08838	increase_hyperkalemia	DB00691
DB11780	increase_hypoglycemia	DB01277
DB08984	increase_hyperkalemia	DB01348
DB12693	increase_hypoglycemia	DB09270
DB14659	increase_hyperglycemia	DB13406
DB06152	increase_hypoglycemia	DB00359
DB00860	increase_hypokalemia	DB00221
DB06715	increase_hyperkalemia	DB00812
DB06763	increase_hyperkalemia	DB01118
DB09216	increase_hyperkalemia	DB00796
DB13312	increase_hyperkalemia	DB09026
DB14065	increase_hyperkalemia	DB01419
DB09022	increase_hypoglycemia	DB00468
DB13928	increase_hyperglycemia	DB09378
DB09483	increase_hyperkalemia	DB00821
DB13950	increase_hypoglycemia	DB11568
DB13757	increase_hyperkalemia	DB13312
DB06754	increase_hyperkalemia	DB05885
DB05885	increase_hyperkalemia	DB00790
DB01328	increase_hypocalcemia	DB00282
DB14208	increase_hyperkalemia	DB14064
DB14025	increase_hypoglycemia	DB05115
DB00547	increase_hyperglycemia	DB00414
DB14659	increase_hypokalemia	DB00808
DB14065	increase_hypoglycemia	DB01252
DB12268	decrease_hypoglycemia	DB03604
DB01309	increase_hypoglycemia	DB00795
DB01219	increase_hyperkalemia	DB00571
DB01309	increase_hypoglycemia	DB01185
DB11568	increase_hypoglycemia	DB00244
DB09456	increase_hypoglycemia	DB00166
DB00500	increase_hyperkalemia	DB00492
DB09087	increase_hyperkalemia	DB06212
DB09204	increase_hyperkalemia	DB00196
DB09230	increase_hyperkalemia	DB08822
DB12781	increase_hypoglycemia	DB09235
DB14064	increase_hypoglycemia	DB14035
DB08906	increase_hypokalemia	DB00983
DB06694	increase_hypoglycemia	DB00046
DB13446	increase_hypoglycemia	DB12625
DB04552	increase_hyperkalemia	DB00347
DB13835	increase_hypoglycemia	DB00284
DB05819	increase_hypoglycemia	DB00071
DB12092	increase_hyperkalemia	DB00421
DB05115	increase_hyperglycemia	DB00443
DB08980	increase_hyperkalemia	DB00700
DB09227	increase_hyperkalemia	DB01600
DB06152	increase_hypoglycemia	DB00197
DB13223	increase_hyperglycemia	DB01268
DB13928	increase_hypoglycemia	DB09241
DB12752	increase_hyperkalemia	DB11107
DB09084	increase_hyponatremia	DB00035
DB04812	increase_hyperkalemia	DB00653
DB06152	increase_hyperkalemia	DB00465
DB00834	decrease_hypoglycemia	DB00540
DB13725	increase_hyperkalemia	DB00573
DB09167	decrease_hypoglycemia	DB06127
DB09285	increase_hyperkalemia	DB01167
DB09218	increase_hyperkalemia	DB06763
DB12093	increase_hypoglycemia	DB01016
DB09236	increase_hypoglycemia	DB00284
DB09564	increase_hypoglycemia	DB09543
DB12097	increase_hyperkalemia	DB01180
DB06779	increase_hyperkalemia	DB01297
DB14541	increase_hyperglycemia	DB12781
DB01268	increase_hypoglycemia	DB00244
DB01348	increase_hyperkalemia	DB01026
DB06763	increase_hyperkalemia	DB00586
DB06203	decrease_hypoglycemia	DB03604
DB12923	increase_hyperkalemia	DB08822
DB14006	increase_hypoglycemia	DB00412
DB00761	increase_hyperkalemia	DB00698
DB06822	increase_hyperkalemia	DB00568
DB14217	increase_hyperkalemia	DB13501
DB04876	increase_hyperglycemia	DB00860
DB08992	increase_hypoglycemia	DB00912
DB13499	increase_hypocalcemia	DB00399
DB00584	increase_hyperkalemia	DB00328
DB13919	increase_hyperkalemia	DB04838
DB13225	decrease_hypoglycemia	DB01307
DB14208	increase_hyperkalemia	DB01395
DB00886	increase_hyperkalemia	DB00489
DB13757	increase_hyperkalemia	DB09259
DB14066	increase_hyperkalemia	DB09449
DB01419	increase_hyponatremia	DB00035
DB13406	increase_hyperglycemia	DB00240
DB14209	increase_hyperkalemia	DB13831
DB00606	increase_hypokalemia	DB00390
DB12480	increase_hyperkalemia	DB00492
DB13500	increase_hyperkalemia	DB00586
DB09456	increase_hypoglycemia	DB09227
DB01225	increase_hyperkalemia	DB00195
DB08981	increase_hyperkalemia	DB00876
DB09239	increase_hypoglycemia	DB09038
DB14066	increase_hypoglycemia	DB14027
DB09038	decrease_hypoglycemia	DB09016
DB00887	increase_hypokalemia	DB00368
DB15565	increase_hyperkalemia	DB11107
DB08822	increase_hyperkalemia	DB01115
DB08838	increase_hyperkalemia	DB01419
DB14065	increase_hyperkalemia	DB09125
DB11824	increase_hyperglycemia	DB11487
DB09231	increase_hyperkalemia	DB00861
DB04861	increase_hyperkalemia	DB00275
DB13587	increase_hypoglycemia	DB12412
DB09236	increase_hypoglycemia	DB01251
DB13406	increase_hypoglycemia	DB12093
DB15171	increase_hypoglycemia	DB02901
DB06822	increase_hyperkalemia	DB01359
DB09089	increase_hypoglycemia	DB00047
DB13977	increase_hyperkalemia	DB01340
DB13722	increase_hyperkalemia	DB00836
DB13876	increase_hypoglycemia	DB00414
DB12417	decrease_hypoglycemia	DB03604
DB13649	increase_hyperkalemia	DB09230
DB13950	increase_hyperkalemia	DB13919
DB09413	increase_hyperkalemia	DB09213
DB06479	increase_hypokalemia	DB00983
DB09236	increase_hyperkalemia	DB09125
DB14207	increase_hyperkalemia	DB06271
DB01200	increase_hypoglycemia	DB00491
DB11529	increase_hyperglycemia	DB01276
DB12461	increase_hypoglycemia	DB00738
DB11568	increase_hypoglycemia	DB02901
DB09238	increase_hyperkalemia	DB09015
DB05819	increase_hypoglycemia	DB01289
DB15066	increase_hypocalcemia	DB00710
DB11698	increase_hypoglycemia	DB09198
DB00860	increase_hyperglycemia	DB00738
DB12221	increase_hyperkalemia	DB08951
DB11107	increase_hyperkalemia	DB00886
DB12093	increase_hyperkalemia	DB00876
DB11898	increase_hypoglycemia	DB09244
DB13961	increase_hyperkalemia	DB08813
DB08952	increase_hyperkalemia	DB01029
DB09229	increase_hyperkalemia	DB02968
DB14669	increase_hyperglycemia	DB09201
DB13169	increase_hypoglycemia	DB11827
DB08907	increase_hyperglycemia	DB00394
DB09378	increase_hyperglycemia	DB00359
DB01014	increase_hyperkalemia	DB00790
DB11960	increase_hypoglycemia	DB04878
DB04841	increase_hyperkalemia	DB00500
DB14643	increase_hyperglycemia	DB09022
DB13928	increase_hypoglycemia	DB01074
DB12461	increase_hypoglycemia	DB01120
DB08991	increase_hyperkalemia	DB08836
DB14217	increase_hyperkalemia	DB08951
DB08813	increase_hyperkalemia	DB01297
DB15171	increase_hypoglycemia	DB04884
DB13524	increase_hyperkalemia	DB11783
DB13782	decrease_hypoglycemia	DB11698
DB14066	increase_hyperkalemia	DB01219
DB08813	increase_hyperkalemia	DB00742
DB09259	increase_hyperkalemia	DB04861
DB14538	increase_hyperglycemia	DB06011
DB06283	increase_hypoglycemia	DB00331
DB06011	increase_hyperglycemia	DB00838
DB14231	increase_hyperkalemia	DB13407
DB09564	increase_hypoglycemia	DB06446
DB14669	increase_hyperglycemia	DB00222
DB12935	increase_hyperglycemia	DB00596
DB11960	increase_hyperkalemia	DB09215
DB01384	increase_hypokalemia	DB00867
DB13446	increase_hypoglycemia	DB09236
DB01023	increase_hyperkalemia	DB00492
DB09015	increase_hyperkalemia	DB00788
DB04836	decrease_hypoglycemia	DB00839
DB04876	increase_hyperglycemia	DB00288
DB01307	increase_hypoglycemia	DB00489
DB09456	increase_hypoglycemia	DB06807
DB04017	increase_hypoglycemia	DB01268
